_id,cate,clink,ilink,info,loc,name,point,rand
ObjectId(5d248a2b7a10db99e1b994ed),剧情/喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,https://movie.douban.com/subject/25815034/,欧洲某国的安妮公主（奥黛丽·赫本AudreyHepburn饰）到访罗马，国务烦身，但她又厌倦繁文缛节。一天晚上，身心俱疲的她偷偷来到民间欣赏夜景，巧遇报社记者乔（格里高利·派克GregoryPeck饰）。二人把手同游，相当快乐。公主更是到乔的家中作客并在那过夜。    不料乔无意中发现了公主的真实身份，他决定炮制一个独家新闻，于是乔和朋友、摄影师欧文（埃迪·艾伯特EddieAlbert饰）一起带公主同游罗马，并且偷拍了公主的很多生活照。然而，在接下来与公主的相处中，乔不知不觉恋上了公主。为了保护公主的形象，乔只能忍痛抛弃功成名就的良机，将照片送予了公主。    安妮公主在经历了罗马一日假期后，反而体验了自己对国家的责任，毅然返回了大使馆，为了本身的责任而果断抛弃了爱情。,美国,罗马假日,9.0,115
ObjectId(5d248a2b7a10db99e1b994ef),剧情/情色/战争,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg,https://movie.douban.com/subject/1293839/,"    当我还只是十三岁时，1941年春末的那一天，我初次见到了她那一天，墨索里尼向英法宣战，而我，得到了生命里的第一辆脚踏车。    她，撩著波浪状黑亮的秀发，穿著最时髦的短裙和丝袜，踏著充满情欲诱惑的高跟鞋，来到了西西里岛上宁静的阳光小镇。她的一举一动都引人瞩目、勾人遐想，她的一颦一笑都教男人心醉、女人羡妒。玛莲娜，像个女神一般，征服了这个海滨的天堂乐园。    年仅十三岁的雷纳多也不由自主地掉进了玛莲娜所掀起的漩涡之中，他不仅跟著其他年纪较大的青少年们一起骑著单车，穿梭在小镇的各个角落，搜寻著玛莲娜的诱人丰姿与万种风情，还悄悄地成为她不知情的小跟班，如影随形地跟监、窥视她的生活。她摇曳的倩影、她聆听的音乐、她贴身的衣物都成为这个被荷尔蒙淹没的少年，最真实、最美好的情欲幻想。    然而，透过雷纳多的眼，我们也看到了玛莲娜掉进了越来越黑暗的处境之中，她变成了寡妇，而在镇民...",意大利/美国,西西里的美丽传说,8.8,116
ObjectId(5d248a2b7a10db99e1b994f1),剧情/历史/战争,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,https://movie.douban.com/subject/1292402/,1939年，波兰在纳粹德国的统治下，党卫军对犹太人进行了隔离统治。德国商人奥斯卡·辛德勒（连姆·尼森LiamNeeson饰）来到德军统治下的克拉科夫，开设了一间搪瓷厂，生产军需用品。凭着出众的社交能力和大量的金钱，辛德勒和德军建立了良好的关系，他的工厂雇用犹太人工作，大发战争财。    1943年，克拉科夫的犹太人遭到了惨绝人寰的大屠杀，辛德勒目睹这一切，受到了极大的震撼，他贿赂军官，让自己的工厂成为集中营的附属劳役营，在那些疯狂屠杀的日子里，他的工厂也成为了犹太人的避难所。    1944年，德国战败前夕，屠杀犹太人的行动越发疯狂，辛德勒向德军军官开出了1200人的名单，倾家荡产买下了这些犹太人的生命。在那些暗无天日的岁月里，拯救一个人，就是拯救全世界。,美国,辛德勒的名单,9.5,117
ObjectId(5d248a2b7a10db99e1b994f3),动作/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2198455702.jpg,https://movie.douban.com/subject/1295124/,彼得·奎尔（克里斯·帕拉特ChrisPratt饰）是一名从小被劫持到外太空的地球人，在义父勇度（迈克尔·鲁克MichaelRooker饰）的培养下成了一个终极混混，自称“星爵”。一次行动中他偷了一块神秘球体，便成为了赏金猎人火箭浣熊（布莱德利·库珀BradleyCooper配音）、树人格鲁特（范·迪塞尔VinDiesel配音）的绑架目标，而神秘的卡魔拉（佐伊·索尔达娜ZoeSaldana饰）也对神秘球体势在必得。经过笑料百出的坎坷遭遇，星爵被迫和这三人，以及复仇心切的“毁灭者”德拉克斯（戴夫·巴蒂斯塔DaveBatista饰）组成小分队逃避“指控者”罗南（李·佩斯LeePace饰）的追杀。然而这个神秘球体拥有无穷的力量，小分队必须团结一致对付罗南，才有可能解救整个银河系，银河护卫队由此诞生。,美国/英国,银河护卫队,8.1,118
ObjectId(5d248a2b7a10db99e1b994f5),动画/奇幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,https://movie.douban.com/subject/7065154/,维京岛国的少年小嗝嗝（杰伊•巴鲁切尔JayBaruchel配音）是部落统领伟大的斯托里克（杰拉德·巴特勒GerardButler配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是岛上维京人放牧羊群的主要天敌——但他每次出现在部落屠龙的战斗中都只给大家徒增烦恼。在一次对抗飞龙的战斗中，希卡普偷偷用射龙器击伤了一只最神秘的“夜之怒龙”，并背着族人放生、豢养，甚至驯服了这只龙，还给它起名“无牙”。希卡普的神秘行径引起了一同训练屠龙技巧的女孩阿斯特丽德（亚美莉卡·费雷拉AmericaFerrera配音）的怀疑。阿斯特丽德发现了希卡普的秘密，却同时被身骑“无牙”御风而飞的美妙体验所震撼。格雷决定在屠龙成人礼上向远征归来的斯托里克和族人讲明真相，说服大家放弃屠龙，却偏偏弄巧成拙，害得“无牙”被俘，一场更大的灾难就在眼前……,美国,驯龙高手,8.7,119
ObjectId(5d248a2b7a10db99e1b994f7),剧情/犯罪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2292976849.jpg,https://movie.douban.com/subject/2353023/,老炮儿在北京话中，专指提笼遛鸟，无所事事的老混混儿。    六爷（冯小刚饰）就曾是“横行”老北京的老炮儿之一，如今过着悠闲自得的日子，却不想自己的儿子晓波（李易峰饰）被卷入了与“小爷”小飞（吴亦凡饰）的纠纷中。六爷试图出面摆平这起纠纷，并找来了昔日老友闷三儿（张涵予饰）、话匣子（许晴饰）、灯罩儿（刘桦饰）帮忙，却发现这个时代已经有了一群新的“话事人”，自己这个顽主的江湖地位已经动摇，并且以往固守的生活方式已经渐渐被时代所抛弃，廉颇老矣尚能饭否？,中国大陆,老炮儿,7.7,120
ObjectId(5d248a2b7a10db99e1b994f9),喜剧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1793720172.jpg,https://movie.douban.com/subject/24751756/,商业成功人士徐朗（徐峥饰）用了五年时间发明了一种叫“油霸”的神奇产品——每次汽车加油只需加到三分之二，再滴入2滴“油霸”，油箱的汽油就会变成满满一箱。徐朗的同学，兼商业竞争对手高博（黄渤饰）想把这个发明一次性卖给法国人。但徐朗坚决不同意，他希望深入开发研究，把“油霸”发扬光大，得到更远的收益。两个人各抒己见，争论不休，一直无果。由于两人股份相同，唯有得到公司最大股东周扬的授权书，方可达到各自目的。当得知周扬在泰国后，徐朗立刻启程寻找。而高博获悉后将一枚跟踪器放在徐朗身上一起去了泰国。飞机上，徐朗遇到了王宝（王宝强饰），别有心机地想利用他来摆脱对手高博的追赶，可他不仅没甩掉王宝，还成了他的“贴身保姆”……    究竟徐朗和高博谁会最终拿到周扬的授权书？而三个各怀目的的人，又将带来一段如何爆笑的泰国神奇之旅？,中国大陆,人再囧途之泰囧,7.4,121
ObjectId(5d248a2b7a10db99e1b994fb),奇幻/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2538826177.jpg,https://movie.douban.com/subject/10574622/,"    虽然纽特（埃迪·雷德梅恩EddieRedmayne饰）协助美国魔法部将邪恶的黑巫师格林德沃（约翰尼·德普JohnnyDepp饰）捉拿归案，但最终格林德沃还是逃脱了禁锢，他来到了法国巴黎，一是为了集结信徒掀起革命，二是为了寻找同样藏匿在这里的克雷登斯（埃兹拉·米勒EzraMiller饰），寄生在克雷登斯身上的默默然是帮助格林德沃实现野心的不可或缺的道具。    格林德沃的潜逃在整个魔法世界里都掀起了轩然大波，一时间草木皆兵。邓布利多（裘德·洛JudeLaw饰）秘密的找到了纽特，希望他能够前往巴黎，先格林德沃一步找到克雷登斯。和纽特一起踏上巴黎之旅的，是麻鸡雅各布（丹·福格勒DanFogler饰），他此行的目的，是要找回先前因为吵架而来到巴黎投奔姐姐蒂娜（凯瑟琳·沃特森KatherineWaterston饰）的恋人奎妮（艾莉...",美国/英国,神奇动物：格林德沃之罪,7.1,122
ObjectId(5d248a2b7a10db99e1b994fd),剧情/动作/科幻/惊悚/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,https://movie.douban.com/subject/26147417/,"    从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无后顾之忧地继续满世界的奔波，与日益增长起来的犯罪威胁做着永无休止的争斗，而他所在的高谭市，也是进展最为明显的地方，犯罪率以一种惊人的速度持续下降着，毕竟对方是能够上天入地的“蝙蝠侠”，不借两个胆子谁还敢造次呢？不过像高谭这种科技与污秽并存的城市，平静是不可能维持太久的，果不其然，新一轮的混乱很快就席卷了整个城市，人们再一被被恐慌所笼罩着，而声称愿意为这一切负责的，自然就是所有混乱的源头以及支配者--“小丑”了。    先不管“小丑”掀起一个又一个犯罪的狂潮的最终目的为何，他的企图都是邪恶的，所作所为更是早就危害到了高谭市民的正常生活……其中自然包括了“蝙蝠侠”身边几个非常重要的人，而他需要做的，就是...",美国/英国,蝙蝠侠：黑暗骑士,9.1,123
ObjectId(5d248a2b7a10db99e1b994ff),剧情/喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,https://movie.douban.com/subject/1851857/,初中生小水相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔MarioMaurer饰），春心萌动，无法遏制。她喜欢看他踢足球，看他拍照，如痴如狂。上英语课时，她不停地给死党传纸条表达对阿亮的爱慕。然而，英语老师则指出她除了英语一无是处。回到家，叔叔从美国捎来了父亲的消息，说如果她能考全校第一，就可以去美国。于是，她按下决心要努力加油。某天，小水等人在买饮料时，碰到篮球队员蛮横插队。阿亮挺身而出，为她们教训了对方，并挨了校长的责骂。小水也第一次听说，阿亮的父亲因为射失点球而退役的事情，理解了他心中的隐痛。由于舞蹈队是给美女准备的，所以小水等一干姐妹准备在话剧社大展身手，没想到学长也来到这个社团。两人还扮演王子公主，他们的恋情会由此展开么？……,泰国,初恋这件小事,8.3,124
ObjectId(5d248a2b7a10db99e1b99501),剧情/悬疑/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2501863104.jpg,https://movie.douban.com/subject/4739952/,影片根据2014年轰动一时的亚洲考场作弊案改编，讲述了天才学霸利用高智商考场作弊牟取暴利的故事。出生平凡的天才少女Lynn（茱蒂蒙·琼查容苏因饰）在进入贵族学校后，结识了富二代同学Grace（依莎亚·贺苏汪饰）与Pat（披纳若·苏潘平佑饰），从此开始了考场作弊生涯，与此同时，另一名记忆力极佳的天才学霸Bank（查侬·散顶腾古饰）发现了Lynn不为人知的“交易”。经过多场险象环生的“作弊战争”后，Lynn接下最后一单在国际考场上为富家子弟作弊的天价委托。一场横跨两大洲的完美作弊方案横空出世，然而一切并不像他们想的那么简单……,泰国,天才枪手,8.2,125
ObjectId(5d248a2b7a10db99e1b99503),剧情/动作/武侠/古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2530513100.jpg,https://movie.douban.com/subject/27024903/,战乱年代，群雄并起。割据一方的沛国安于现状，一任国主沛良（郑恺饰）慨歌太平。要冲之地境州早年为强邻炎国借去，而今据而不还。沛国都督子虞（邓超饰）前往讨伐，却中了对方大将杨苍（胡军饰）的拖刀，重伤不愈。心有不甘的子虞暗中派出替身境州（邓超饰）假扮自己，总理军政，内则使令夫人小艾（孙俪饰）襄助。真假子虞切磋战法，寻求破解杨苍刀法的绝技。而另一方面，沛良恼怒子虞私自约战杨苍，不惜将妹妹青萍（关晓彤饰）嫁于杨苍之子为妾媾和。淫雨霏霏，连日不开。境州上空，杀戮与机谋纠缠撕裂……    本片根据朱苏进的剧本《三国•荆州》改编。,中国大陆/香港,影,7.2,126
ObjectId(5d248a2b7a10db99e1b99505),动作/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455261804.jpg,https://movie.douban.com/subject/4864908/,火箭浣熊（布莱德利·库珀BradleyCooper饰）偷走了大祭司阿耶莎（伊丽莎白·德比齐ElizabethDebicki饰）的能量电池，包括星爵（克里斯·帕拉特ChrisPratt饰）、卡魔拉（佐伊·索尔达娜ZoeSaldana饰）、德拉克斯（戴夫·巴蒂斯塔DaveBautista饰）在内的一行人遭到了后者派出的舰队的袭击。一个神秘人物乘坐着飞船救下了银河护卫队的众人，而驾驶着飞船的不是别人，竟然正是星爵的亲生父亲伊戈（库尔特·拉塞尔KurtRussell饰）。    在伊戈的带领下，星爵、卡魔拉和德拉克斯来到了由伊戈一手制造的星球上，而剩下的成员们则着手修复损坏的飞船。那边厢，阿耶莎委托勇度（迈克尔·鲁克MichaelRooker饰）抓住星爵替自己报仇，而卡魔拉亦渐渐发现了伊戈和善面目下隐藏的巨大阴谋。,美国,银河护卫队2,8.0,127
ObjectId(5d248a2b7a10db99e1b99507),动作/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174824694.jpg,https://movie.douban.com/subject/25937854/,渐渐习惯了现代生活的美国队长史蒂夫·罗杰斯（克里斯·埃文斯ChrisEvans饰），在一次行动后隐隐嗅到神盾局内部所弥漫出来的凶险气味。而当得知神盾局正秘密进行的“洞察计划”后，他更为此感到愤怒。某天，神盾局指挥官尼克-法瑞（塞缪尔·杰克逊SamuelL.Jackson饰）遭到一群武装分子袭击，他拼尽全力将一支U盘交到美国队长手中，这里面藏着该局二战以来最重要且最可怕的秘密。在此之后，美国队长因涉嫌杀害尼克而遭到前局长亚历山大·皮尔斯（罗伯特·雷德福/RobertRedford饰）的通缉和追杀，逃亡中他得到黑寡妇（斯嘉丽·约翰逊ScarlettJohansson饰）和退伍老兵“猎鹰”（安东尼·麦凯AnthonyMackie饰）的帮助。    他们必须争分夺秒解开神盾局的秘密，阻止“洞察计划”的施行……,美国,美国队长2,8.0,128
ObjectId(5d248a2b7a10db99e1b99509),喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,https://movie.douban.com/subject/6390823/,艾米莉（奥黛丽·塔图AudreyTautou饰）有着别人看来不幸的童年——父亲给她做健康检查时，发现她心跳过快，便断定她患上心脏病，从此艾米莉与学校绝缘。随后因为一桩意外，母亲在她眼前突然死去。这一切都毫不影响艾米莉对生活的豁达乐观。    1997年，戴安娜王妃的去世让她倍感人生的孤独脆弱，艾米莉从此开始了一系列助人计划，包括自闭忧郁的邻居老人，被老板刻薄的菜摊伙计、遗失了童年器物的旧房东、爱情失意的咖啡店同事。但她万万想不到，成人录象带商店店员尼诺（马修·卡索维MathieuKassovitz饰），竟成为她的棘手对象，艾米莉开始了令人哭笑不得的另类计划……,法国/德国,天使爱美丽,8.7,129
ObjectId(5d248a2b7a10db99e1b9950b),动作/犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551353482.jpg,https://movie.douban.com/subject/1292215/,廉政公署收到报案人廖雨萍（周秀娜饰）的实名举报，举报正在坐牢的富二代曹元元（林峯饰）涉嫌行贿监狱里的监督沈济全（谭耀文饰）以及惩教员，首席调查主任陆志廉（古天乐饰）决定深入虎穴，卧底狱中。在监狱里，被陆志廉送入监狱的前警司黄文彬（林家栋饰）以及曹元元两大帮派势成水火，陆志廉趁机接近曹元元取得信任。同时监狱外的廉政公署总调查主任程德明（郑嘉颖饰）、国内反贪局行动处处长洪亮（丁海峰饰）也陆港联手，通力合作，最终成功破获贪腐行贿大案。,香港/中国大陆,反贪风暴4,6.0,130
ObjectId(5d248a2b7a10db99e1b9950d),喜剧/奇幻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509643816.jpg,https://movie.douban.com/subject/27202819/,上一集与胡巴分别后，天荫（井柏然饰）带着小岚（白百何饰）踏上寻父之路，在义薄云天的天师堂堂主云大哥（杨祐宁饰）的帮助下，二人得知天荫父亲宋戴天的护妖轨迹；而重回永宁村的胡巴再度被妖王追杀，颠沛流离逃亡时结识大赌徒屠四谷（梁朝伟饰）和一只妖怪，三人一起过着相依为命的生活，但又因屠四谷欠下的巨额赌债横生诸多波折。与此同时，江湖盛传小妖王胡巴的重金悬赏令，妖界大军、天师精英、绿林草莽闻风而动，多方势力为抢夺胡巴在清水镇掀起腥风血雨。千钧一发之际，念子心切的天荫和小岚通过天师堂找到胡巴并一起逃离险境。岂料，一场更大的惊天阴谋尾随而至，伺机而动……,中国大陆/香港,捉妖记2,5.0,131
ObjectId(5d248a2b7a10db99e1b9950f),动画/奇幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,https://movie.douban.com/subject/26575103/,工业文明的高度发展，却最终带来灾难，一场为期7天的虫族毁灭战争摧毁了人类文明。一千年后，工业文明遗留下来的症结仍在困扰这个星球。带有强烈毒性的植物组成了令人望而却步的“腐海”森林，随着时间的推移，腐海有条不紊地向四周蔓延，蚕食周边世界。在一片腐海森林的旁边，居住着一群御风而行的人类。女主角娜乌茜卡和族人依靠海风的力量抵御着有毒孢子的侵蚀，过着平静祥和的生活。    直到某一天，战火烧到了这里。西方强国特洛梅意欲重新建立人类霸权，他们计划统一周边诸国，然后向虫族发起总攻。另一方面，一千年前曾主导摧毁人类的上古怪兽“猛怪”重现人间。毁灭战争一触即发，人类的命运将会如何……    本片根据宫崎骏同名漫画改编，并分获1985年罗马奇幻电影节和1985年电影旬报最佳影片奖、1985年每日电影大藤信郎奖。,日本,风之谷,8.8,132
ObjectId(5d248a2b7a10db99e1b99512),剧情/喜剧,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2408407697.jpg,https://movie.douban.com/subject/1291585/,赛车手阿浪（邓超饰）一直对父亲（彭于晏饰）反对自己的赛车事业耿耿于怀，在向父亲证明自己的过程中，阿浪却意外卷入了一场奇妙的冒险。他在这段经历中结识了一群兄弟好友，一同闯过许多奇幻的经历，也对自己的身世有了更多的了解。,中国大陆,乘风破浪,6.8,133
ObjectId(5d248a2b7a10db99e1b99514),喜剧/动画/奇幻/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,https://movie.douban.com/subject/26862259/,距上一次的冒险已经过去11个年头，转眼间安迪（约翰·莫里斯JohnMorris配音）变成了17岁的阳光男孩。这年夏天，安迪即将开始大学生活，他必须将自己的房间收拾整齐留给妹妹。此前，伍迪（汤姆·汉克斯TomHanks配音）与巴斯光年（蒂姆·艾伦TimAllen配音）等玩具一直期待安迪再和他们玩耍，但是随着岁月的流逝，他们被冷落在箱子里很久了。安迪十分珍惜这些童年的玩伴，于是准备将他们收在阁楼。谁曾想，妈妈却把玩具们当作废物扔到街道上。玩具们误解了安迪，于是愤然出走，宁可被捐赠到阳光之家幼儿园。    伍迪尽力劝解大家，却收效甚微，只得独自黯然离开。巴斯光年他们原本以为将重新回到往昔的快乐时光，不料却陷入一场阴谋之中……,美国,玩具总动员3,8.8,134
ObjectId(5d248a2b7a10db99e1b99517),喜剧/奇幻/古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257944916.jpg,https://movie.douban.com/subject/1858711/,不知何年，妖界大乱。新妖王对前代势力痛下杀手，更誓要对前妖后腹中的孩子斩尽杀绝。妖后一行躲避追杀来到地处大山深处的永宁村，偏巧遇到捉妖天师霍小岚（白百何饰）和罗刚（姜武饰）。一番混乱过后，妖后自知气数将尽，遂将妖蛋放入永宁村保长宋天荫（井柏然饰）的腹中保存。是夜，小岚所属的天师堂掌门人葛千户（钟汉良饰）率领手下血洗永宁村，天荫不得已随小岚逃亡。时机成熟，萝卜妖怪胡巴降生人间。在接下来的旅途中，小岚和天荫对彼此的了解不断加深，而胡巴也终于成为他们中间最不可割舍的重要存在。    战争仍在继续，人和妖的界限日渐模糊……,中国大陆/香港,捉妖记,6.7,135
ObjectId(5d248a2b7a10db99e1b99519),剧情/动作/冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2525528688.jpg,https://movie.douban.com/subject/25723907/,在游戏机厅做着兼职“小丑”的郑开司（李易峰饰），幼时父亲突然失踪，母亲重病住院，使得郑开司的生活非常拮据。发小“大虾米”（曹炳琨饰）借口买房骗下了郑开司父亲留下的房产，还给他带来了巨额的欠债。神秘人物（迈克尔·道格拉斯MichaelDouglas饰）出现，告诉郑开司，只要参加“命运号”游轮上的神秘游戏，就有机会偿还完所有欠款，一无所有的郑开司为了给青梅竹马的护士刘青（周冬雨饰）和母亲更好的生活，只得登上游轮，开始了生存游戏，一场以“剪刀、石头、布”展开的生死较量即将登场……,中国大陆,动物世界,7.2,136
ObjectId(5d248a2b7a10db99e1b9951b),剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,https://movie.douban.com/subject/26925317/,来自首尔的哑语美术老师仁浩（孔宥饰）来到雾津，应聘慈爱聋哑人学校。天降大雾，他意外撞车，维修时邂逅了人权组织成员柔珍（郑有美饰）。仁浩妻子早亡，8岁女儿天生哮喘由祖母照看，所以他不辞辛苦谋职养家。然而，双胞胎的校长与教导主任竟逼仁浩索贿5千万韩元。同时，仁浩逐渐发现学校笼罩着一种紧张压抑的气氛，令人窒息。尤其有三个孩子引人关注：聪颖的金妍斗（金贤秀饰）和贪吃的陈宥利（郑仁絮饰）总是躲闪。全民秀（白承焕饰）的弟弟自杀身亡，他总是满脸淤青。下课后，仁浩还听到女厕所中有呼喊与哭泣，在门卫的阻拦下他未深究。之后。他意外目睹了校长行贿警察，教导员毒打民秀，宿导溺罚妍斗的行径。一个惊天的隐秘被慢慢揭开，真相令韩国震惊……    本片取材于2005年光州一所聋哑障碍人学校的真实事件，改编自韩国作家孔枝泳的同名小说。,韩国,熔炉,9.3,137
ObjectId(5d248a2b7a10db99e1b9951d),动作/科幻/冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2266823371.jpg,https://movie.douban.com/subject/5912992/,前工程师斯科特（保罗·路德PaulRudd饰）由于劫富济贫进了监狱，出狱后的他为了争取看望女儿的权利又走上了盗窃之路。没想到一次意外的偷盗事件让他成为了新一代“蚁人”，老蚁人汉克.皮姆博士（迈克尔·道格拉斯MichaelDouglas饰）成为了他的导师，可皮姆博士的女儿霍普（伊万杰琳·莉莉EvangelineLilly饰）却并不看好他。但是危机迫在眉睫，为了对付强大的敌人拯救世界，斯科特不得不叫来自己的一帮狐朋狗友帮助自己完成一个不可能完成的任务。而取得任务的成功也是斯科特挽回女儿的关键，屌丝能否逆袭就看最后一击。,美国,蚁人,7.7,138
ObjectId(5d248a2b7a10db99e1b9951f),剧情/动作/科幻/惊悚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg,https://movie.douban.com/subject/1866473/,未来的英国社会处于极权统治的高压下，不能容许同性恋者、异教徒等社会角色的存在，人民在黑暗政权下苟延残喘。    这晚，年轻女子艾薇（娜塔丽·波特曼NataliePortman饰）身陷险境，幸得V（雨果·维文HugoWeaving饰）相助。V是一个永远带着面具的神秘男子，拥有高智商和超凡战斗力。V继承了前革命英雄的使命，为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，摧毁了伦敦的标志性建筑，点燃了反政府的熊熊烈火。    艾薇和V深入接触，不仅得知了V的神秘使命，还渐渐发现原来自己的身世，注定了自己和V是同一条阵线的人。,美国/英国/德国,V字仇杀队,8.9,139
ObjectId(5d248a2b7a10db99e1b99521),剧情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551352209.jpg,https://movie.douban.com/subject/1309046/,故事发生在20世纪80年代的偏远山城。南宿一中的优秀教师苗宛秋（于谦饰）踌躇满志，迎来了新一届的高中学生。开学第一天，霸气十足的苗老师便给这群性格张扬、问题多多的学生们一个下马威，无论是桀骜不驯的混混洛小乙，还是一脑袋鬼点子的王海，无论是投机倒把的耗子，还是虚荣张扬的关婷婷，都被他收拾得服服帖帖。只不过这帮孩子表面顺服，背地里却与苗霸天展开了旷日持久的战争。在战争的过程中，专横的苗霸天不时展现温情的一面，他的古道侠肠更是令孩子们暗自佩服。    转眼三年时光过去，懵懂无知的孩子们渐渐长大，他们似乎开始认识到苗老师最真实的一面了……,中国大陆,老师·好,6.7,140
ObjectId(5d248a2b7a10db99e1b99523),喜剧/爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2285115802.jpg,https://movie.douban.com/subject/27663742/,成功白领林真心（陈乔恩饰）因被上司压迫、下属吐槽，陷入了少女时代的深深回忆。原来曾是平凡少女（宋芸桦饰）的真心有着一段爆笑却有充满甜蜜的初恋回忆。少女真心曾经暗恋校草欧阳非凡（李玉玺饰），却总是不敌校花陶敏敏（简延芮饰）的魅力，令她苦恼不已，一次意外却让她与校霸徐太宇（王大陆饰）组成了“失恋阵线联盟”，他们势要夺爱，上演了一幕幕生猛、搞笑的青春趣事，而在相处中两人的情感也发生了微妙的变化……若干年后，来到成人世界的林真心又能否重拾初心呢？,台湾,我的少女时代,7.8,141
ObjectId(5d248a2b7a10db99e1b99525),剧情/同性/音乐/传记,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,https://movie.douban.com/subject/26366465/,本片是对皇后乐队、传奇主唱弗雷迪·莫库里以及他们音乐的致敬盛宴，这是一段充满爱、痛苦、接纳和音乐的旅程。    弗雷迪·莫库里（拉米·马雷克饰）曾是希思罗机场的一名普通搬运工，对音乐满腔热血的他，与布莱恩·梅（格威利姆·李饰）、罗杰·泰勒（本·哈迪饰）、约翰·迪肯（约瑟夫·梅泽罗饰）组成皇后乐队。这个殿堂级乐队的从无到有，从疏离到重聚，从低谷到巅峰，仿佛就是弗雷迪一生的缩影。在最后的日子里，弗雷迪做了生命中最重要的决定——在音乐史上最伟大的“拯救生命”大型摇滚乐演唱会上，将所有热血付诸于歌声。,英国/美国,波西米亚狂想曲,8.7,142
ObjectId(5d248a2b7a10db99e1b99527),剧情/动画,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557500825.jpg,https://movie.douban.com/subject/5300054/,月球探测器在月亮上捕捉到了白影，大雄认为这道白影是月亮上的兔子，惹来了大家的耻笑，于是哆啦A梦为了帮助大雄，利用道具“异说俱乐部徽章”，在月球背面制造了一个兔子王国。一天，神秘少年露卡转学而来，与大雄和伙伴们一同前往月亮上的月兔王国展开了一场别开生面的浪漫想象力之旅。,日本,哆啦A梦：大雄的月球探险记,7.5,143
ObjectId(5d248a2c7a10db99e1b99529),爱情/奇幻/武侠/古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,https://movie.douban.com/subject/30249161/,书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......,香港,倩女幽魂,8.7,144
